stock,date,price
SNI,06-02-2015,72.99
SNI,09-02-2015,73.37
SNI,10-02-2015,73.87
SNI,11-02-2015,73.66
SNI,12-02-2015,72.61
SNI,13-02-2015,73
SNI,17-02-2015,73.17
SNI,18-02-2015,72.67
SNI,19-02-2015,72.91
SNI,20-02-2015,73.57
SNI,23-02-2015,74.29
SNI,24-02-2015,74.4
SNI,25-02-2015,74.33
SNI,26-02-2015,72.86
SNI,27-02-2015,72.3
SNI,02-03-2015,72.44
SNI,03-03-2015,74.07
SNI,04-03-2015,73.63
SNI,05-03-2015,73.53
SNI,06-03-2015,73.25
SNI,09-03-2015,73.47
SNI,10-03-2015,72.29
SNI,11-03-2015,72.22
SNI,12-03-2015,72.47
SNI,13-03-2015,71.91
SNI,16-03-2015,72.69
SNI,17-03-2015,71.74
SNI,18-03-2015,70.82
SNI,19-03-2015,70.31
SNI,20-03-2015,71.5
SNI,23-03-2015,71.12
SNI,24-03-2015,71.23
SNI,25-03-2015,70.25
SNI,26-03-2015,69.38
SNI,27-03-2015,68.9
SNI,30-03-2015,69.62
SNI,31-03-2015,68.56
SNI,01-04-2015,68.72
SNI,02-04-2015,69.42
SNI,06-04-2015,69.24
SNI,07-04-2015,69.11
SNI,08-04-2015,70.18
SNI,09-04-2015,69.3
SNI,10-04-2015,69.01
SNI,13-04-2015,69.56
SNI,14-04-2015,69.57
SNI,15-04-2015,69.44
SNI,16-04-2015,69.9
SNI,17-04-2015,68.56
SNI,20-04-2015,69.72
SNI,21-04-2015,68.75
SNI,22-04-2015,69.88
SNI,23-04-2015,70.2
SNI,24-04-2015,69.91
SNI,27-04-2015,69.09
SNI,28-04-2015,68.9
SNI,29-04-2015,69.47
SNI,30-04-2015,69.86
SNI,01-05-2015,70.23
SNI,04-05-2015,71.89
SNI,05-05-2015,70.73
SNI,06-05-2015,69.99
SNI,07-05-2015,68.04
SNI,08-05-2015,68
SNI,11-05-2015,66.99
SNI,12-05-2015,66.71
SNI,13-05-2015,66.51
SNI,14-05-2015,66.14
SNI,15-05-2015,67.13
SNI,18-05-2015,68.35
SNI,19-05-2015,67.88
SNI,20-05-2015,68.32
SNI,21-05-2015,68.61
SNI,22-05-2015,68.4
SNI,26-05-2015,66.9
SNI,27-05-2015,67.5
SNI,28-05-2015,67.5
SNI,29-05-2015,67.01
SNI,01-06-2015,66.75
SNI,02-06-2015,67.47
SNI,03-06-2015,67
SNI,04-06-2015,67.68
SNI,05-06-2015,68.73
SNI,08-06-2015,67.76
SNI,09-06-2015,67.28
SNI,10-06-2015,66.74
SNI,11-06-2015,66.89
SNI,12-06-2015,66.68
SNI,15-06-2015,67.36
SNI,16-06-2015,67.09
SNI,17-06-2015,67.52
SNI,18-06-2015,67.68
SNI,19-06-2015,67.25
SNI,22-06-2015,67.16
SNI,23-06-2015,67.25
SNI,24-06-2015,66.66
SNI,25-06-2015,66.65
SNI,26-06-2015,67.01
SNI,29-06-2015,64.76
SNI,30-06-2015,65.37
SNI,01-07-2015,67.05
SNI,02-07-2015,67.09
SNI,06-07-2015,66.78
SNI,07-07-2015,67.2
SNI,08-07-2015,65.32
SNI,09-07-2015,65.42
SNI,10-07-2015,65.84
SNI,13-07-2015,66.31
SNI,14-07-2015,66.22
SNI,15-07-2015,66.31
SNI,16-07-2015,66.77
SNI,17-07-2015,64.86
SNI,20-07-2015,64.29
SNI,21-07-2015,63.33
SNI,22-07-2015,62.75
SNI,23-07-2015,61.82
SNI,24-07-2015,61.2
SNI,27-07-2015,61.88
SNI,28-07-2015,62.05
SNI,29-07-2015,61.93
SNI,30-07-2015,62.21
SNI,31-07-2015,62.58
SNI,03-08-2015,62.59
SNI,04-08-2015,61.17
SNI,05-08-2015,57.54
SNI,06-08-2015,58.59
SNI,07-08-2015,58.76
SNI,10-08-2015,59.17
SNI,11-08-2015,58.8
SNI,12-08-2015,58.92
SNI,13-08-2015,57.96
SNI,14-08-2015,57.52
SNI,17-08-2015,58.67
SNI,18-08-2015,57.01
SNI,19-08-2015,57.07
SNI,20-08-2015,54.23
SNI,21-08-2015,54
SNI,24-08-2015,51.72
SNI,25-08-2015,51.38
SNI,26-08-2015,52
SNI,27-08-2015,52.67
SNI,28-08-2015,53.18
SNI,31-08-2015,53.09
SNI,01-09-2015,51.78
SNI,02-09-2015,52.83
SNI,03-09-2015,53.78
SNI,04-09-2015,52.87
SNI,08-09-2015,53.86
SNI,09-09-2015,53.59
SNI,10-09-2015,53.35
SNI,11-09-2015,53.16
SNI,14-09-2015,52.62
SNI,15-09-2015,53.08
SNI,16-09-2015,53.23
SNI,17-09-2015,52.93
SNI,18-09-2015,52.92
SNI,21-09-2015,52.5
SNI,22-09-2015,51.03
SNI,23-09-2015,49.39
SNI,24-09-2015,49.84
SNI,25-09-2015,49.58
SNI,28-09-2015,48.27
SNI,29-09-2015,48.14
SNI,30-09-2015,49.19
SNI,01-10-2015,48.42
SNI,02-10-2015,49.8
SNI,05-10-2015,51.3
SNI,06-10-2015,51.66
SNI,07-10-2015,54.62
SNI,08-10-2015,55.75
SNI,09-10-2015,56.06
SNI,12-10-2015,55.14
SNI,13-10-2015,55.24
SNI,14-10-2015,55.22
SNI,15-10-2015,56.44
SNI,16-10-2015,56.08
SNI,19-10-2015,55.96
SNI,20-10-2015,56.56
SNI,21-10-2015,56.02
SNI,22-10-2015,56.67
SNI,23-10-2015,56.99
SNI,26-10-2015,57.14
SNI,27-10-2015,56.78
SNI,28-10-2015,58.11
SNI,29-10-2015,59.28
SNI,30-10-2015,60.08
SNI,02-11-2015,59.79
SNI,03-11-2015,61.24
SNI,04-11-2015,59.57
SNI,05-11-2015,58.26
SNI,06-11-2015,59.04
SNI,09-11-2015,58.38
SNI,10-11-2015,58.62
SNI,11-11-2015,57.89
SNI,12-11-2015,57.44
SNI,13-11-2015,56.83
SNI,16-11-2015,56.72
SNI,17-11-2015,55.74
SNI,18-11-2015,56.64
SNI,19-11-2015,56.72
SNI,20-11-2015,57.68
SNI,23-11-2015,58.47
SNI,24-11-2015,57.87
SNI,25-11-2015,57.97
SNI,27-11-2015,57.74
SNI,30-11-2015,56.8
SNI,01-12-2015,56.89
SNI,02-12-2015,57.25
SNI,03-12-2015,56.43
SNI,04-12-2015,59.02
SNI,07-12-2015,58.75
SNI,08-12-2015,56.94
SNI,09-12-2015,56.29
SNI,10-12-2015,57.07
SNI,11-12-2015,54.62
SNI,14-12-2015,53.32
SNI,15-12-2015,53.59
SNI,16-12-2015,55.03
SNI,17-12-2015,54.28
SNI,18-12-2015,53.89
SNI,21-12-2015,53.8
SNI,22-12-2015,54.71
SNI,23-12-2015,55.28
SNI,24-12-2015,55.35
SNI,28-12-2015,55.14
SNI,29-12-2015,55.49
SNI,30-12-2015,54.65
SNI,31-12-2015,55.21
SNI,04-01-2016,53.84
SNI,05-01-2016,53.4
SNI,06-01-2016,51.9
SNI,07-01-2016,52.15
SNI,08-01-2016,53.56
SNI,11-01-2016,53.78
SNI,12-01-2016,54.48
SNI,13-01-2016,54.6
SNI,14-01-2016,57.1
SNI,15-01-2016,56
SNI,19-01-2016,55.62
SNI,20-01-2016,56.16
SNI,21-01-2016,57.37
SNI,22-01-2016,59.04
SNI,25-01-2016,58.61
SNI,26-01-2016,60.6
SNI,27-01-2016,60.05
SNI,28-01-2016,59.31
SNI,29-01-2016,60.97
SNI,01-02-2016,62.1
SNI,02-02-2016,60.12
SNI,03-02-2016,61.37
SNI,04-02-2016,61.69
SNI,05-02-2016,61.53
SNI,08-02-2016,59.52
SNI,09-02-2016,55
SNI,10-02-2016,53.92
SNI,11-02-2016,53.13
SNI,12-02-2016,53.72
SNI,16-02-2016,53.81
SNI,17-02-2016,55.91
SNI,18-02-2016,55.32
SNI,19-02-2016,55.13
SNI,22-02-2016,55.83
SNI,23-02-2016,58.04
SNI,24-02-2016,57.95
SNI,25-02-2016,57.8
SNI,26-02-2016,59.41
SNI,29-02-2016,59.24
SNI,01-03-2016,61.26
SNI,02-03-2016,60.97
SNI,03-03-2016,62.94
SNI,04-03-2016,62.92
SNI,07-03-2016,64.4
SNI,08-03-2016,63.14
SNI,09-03-2016,64.12
SNI,10-03-2016,63.34
SNI,11-03-2016,64.66
SNI,14-03-2016,65.19
SNI,15-03-2016,65.09
SNI,16-03-2016,65.54
SNI,17-03-2016,65.3
SNI,18-03-2016,64.99
SNI,21-03-2016,64.92
SNI,22-03-2016,64.11
SNI,23-03-2016,63.48
SNI,24-03-2016,64.01
SNI,28-03-2016,64.64
SNI,29-03-2016,64.79
SNI,30-03-2016,64.83
SNI,31-03-2016,65.5
SNI,01-04-2016,67.41
SNI,04-04-2016,67.26
SNI,05-04-2016,66.68
SNI,06-04-2016,67.16
SNI,07-04-2016,65.13
SNI,08-04-2016,65.18
SNI,11-04-2016,64.82
SNI,12-04-2016,64.51
SNI,13-04-2016,65.02
SNI,14-04-2016,64.16
SNI,15-04-2016,63.9
SNI,18-04-2016,64.04
SNI,19-04-2016,63.75
SNI,20-04-2016,63.42
SNI,21-04-2016,63.79
SNI,22-04-2016,65.04
SNI,25-04-2016,63.85
SNI,26-04-2016,64.14
SNI,27-04-2016,64.49
SNI,28-04-2016,63.61
SNI,29-04-2016,62.35
SNI,02-05-2016,62.47
SNI,03-05-2016,60.86
SNI,04-05-2016,61.08
SNI,05-05-2016,63.06
SNI,06-05-2016,65.73
SNI,09-05-2016,65.08
SNI,10-05-2016,66.45
SNI,11-05-2016,66.25
SNI,12-05-2016,64.81
SNI,13-05-2016,64.67
SNI,16-05-2016,64.26
SNI,17-05-2016,64.49
SNI,18-05-2016,62.28
SNI,19-05-2016,61.96
SNI,20-05-2016,62.09
SNI,23-05-2016,61.79
SNI,24-05-2016,63.04
SNI,25-05-2016,62.88
SNI,26-05-2016,62.67
SNI,27-05-2016,63.62
SNI,31-05-2016,64.34
SNI,01-06-2016,64.52
SNI,02-06-2016,65.37
SNI,03-06-2016,65.43
SNI,06-06-2016,65.57
SNI,07-06-2016,64.84
SNI,08-06-2016,64.88
SNI,09-06-2016,64.86
SNI,10-06-2016,63.96
SNI,13-06-2016,62.89
SNI,14-06-2016,62.95
SNI,15-06-2016,64.2
SNI,16-06-2016,64.48
SNI,17-06-2016,63.97
SNI,20-06-2016,65.09
SNI,21-06-2016,63.21
SNI,22-06-2016,63.42
SNI,23-06-2016,62.19
SNI,24-06-2016,60.13
SNI,27-06-2016,59.41
SNI,28-06-2016,60.16
SNI,29-06-2016,60.97
SNI,30-06-2016,62.27
SNI,01-07-2016,62.78
SNI,05-07-2016,61.74
SNI,06-07-2016,62.26
SNI,07-07-2016,63.25
SNI,08-07-2016,64.41
SNI,11-07-2016,65.63
SNI,12-07-2016,66.21
SNI,13-07-2016,66.08
SNI,14-07-2016,66.75
SNI,15-07-2016,66.11
SNI,18-07-2016,65.83
SNI,19-07-2016,65.89
SNI,20-07-2016,66.63
SNI,21-07-2016,66.78
SNI,22-07-2016,66.87
SNI,25-07-2016,66.01
SNI,26-07-2016,66.87
SNI,27-07-2016,67.11
SNI,28-07-2016,67.06
SNI,29-07-2016,66.06
SNI,01-08-2016,65.8
SNI,02-08-2016,66.52
SNI,03-08-2016,67.2
SNI,04-08-2016,66.55
SNI,05-08-2016,66.15
SNI,08-08-2016,66.17
SNI,09-08-2016,61.47
SNI,10-08-2016,62.11
SNI,11-08-2016,63.5
SNI,12-08-2016,63.27
SNI,15-08-2016,64.08
SNI,16-08-2016,63.77
SNI,17-08-2016,64.21
SNI,18-08-2016,64.37
SNI,19-08-2016,64.42
SNI,22-08-2016,64.04
SNI,23-08-2016,64.45
SNI,24-08-2016,64.6
SNI,25-08-2016,64.08
SNI,26-08-2016,63.37
SNI,29-08-2016,63.59
SNI,30-08-2016,63.32
SNI,31-08-2016,63.37
SNI,01-09-2016,63.58
SNI,02-09-2016,63.83
SNI,06-09-2016,63.18
SNI,07-09-2016,63.33
SNI,08-09-2016,63.53
SNI,09-09-2016,61.83
SNI,12-09-2016,62.88
SNI,13-09-2016,61.38
SNI,14-09-2016,61.5
SNI,15-09-2016,62.14
SNI,16-09-2016,59.88
SNI,19-09-2016,60.11
SNI,20-09-2016,59.67
SNI,21-09-2016,59.82
SNI,22-09-2016,61.51
SNI,23-09-2016,61.64
SNI,26-09-2016,62.1
SNI,27-09-2016,62
SNI,28-09-2016,62.63
SNI,29-09-2016,63.94
SNI,30-09-2016,63.49
SNI,03-10-2016,64.12
SNI,04-10-2016,63.6
SNI,05-10-2016,63.78
SNI,06-10-2016,63.5
SNI,07-10-2016,62.38
SNI,10-10-2016,62.27
SNI,11-10-2016,62.14
SNI,12-10-2016,62.18
SNI,13-10-2016,61.77
SNI,14-10-2016,61.28
SNI,17-10-2016,61.5
SNI,18-10-2016,61.69
SNI,19-10-2016,61.89
SNI,20-10-2016,62.51
SNI,21-10-2016,65.99
SNI,24-10-2016,66.1
SNI,25-10-2016,65.19
SNI,26-10-2016,65.89
SNI,27-10-2016,63.74
SNI,28-10-2016,63.56
SNI,31-10-2016,64.36
SNI,01-11-2016,63.99
SNI,02-11-2016,63.54
SNI,03-11-2016,64.74
SNI,04-11-2016,64.84
SNI,07-11-2016,65.43
SNI,08-11-2016,65.2
SNI,09-11-2016,65.5
SNI,10-11-2016,67.01
SNI,11-11-2016,68.47
SNI,14-11-2016,73.7
SNI,15-11-2016,70.63
SNI,16-11-2016,71.67
SNI,17-11-2016,71.19
SNI,18-11-2016,69.65
SNI,21-11-2016,69.47
SNI,22-11-2016,69.33
SNI,23-11-2016,70.14
SNI,25-11-2016,70.5
SNI,28-11-2016,69.02
SNI,29-11-2016,70.06
SNI,30-11-2016,69.26
SNI,01-12-2016,69.69
SNI,02-12-2016,68.47
SNI,05-12-2016,69.2
SNI,06-12-2016,70.36
SNI,07-12-2016,72.17
SNI,08-12-2016,72.94
SNI,09-12-2016,71.72
SNI,12-12-2016,70.42
SNI,13-12-2016,71.22
SNI,14-12-2016,71.54
SNI,15-12-2016,70.46
SNI,16-12-2016,70.3
SNI,19-12-2016,70.75
SNI,20-12-2016,72.68
SNI,21-12-2016,72.13
SNI,22-12-2016,72.6
SNI,23-12-2016,72.51
SNI,27-12-2016,72.73
SNI,28-12-2016,72.03
SNI,29-12-2016,71.79
SNI,30-12-2016,71.37
SNI,03-01-2017,72.37
SNI,04-01-2017,74.49
SNI,05-01-2017,74.68
SNI,06-01-2017,74.38
SNI,09-01-2017,74.76
SNI,10-01-2017,74.29
SNI,11-01-2017,74.41
SNI,12-01-2017,75.4
SNI,13-01-2017,75.29
SNI,17-01-2017,75.02
SNI,18-01-2017,75.34
SNI,19-01-2017,74.36
SNI,20-01-2017,74.14
SNI,23-01-2017,74.63
SNI,24-01-2017,74.7
SNI,25-01-2017,75
SNI,26-01-2017,76.96
SNI,27-01-2017,76.27
SNI,30-01-2017,76.3
SNI,31-01-2017,76.16
SNI,01-02-2017,75.84
SNI,02-02-2017,75.72
SNI,03-02-2017,76.12
SNI,06-02-2017,75.51
SNI,07-02-2017,75.52
SNI,08-02-2017,75.19
SNI,09-02-2017,77.23
SNI,10-02-2017,77.83
SNI,13-02-2017,77.47
SNI,14-02-2017,76.9
SNI,15-02-2017,77.18
SNI,16-02-2017,77.1
SNI,17-02-2017,76.04
SNI,21-02-2017,81.5
SNI,22-02-2017,82.46
SNI,23-02-2017,81.7
SNI,24-02-2017,80.76
SNI,27-02-2017,80.71
SNI,28-02-2017,80.77
SNI,01-03-2017,79.99
SNI,02-03-2017,78.96
SNI,03-03-2017,78.52
SNI,06-03-2017,78.2
SNI,07-03-2017,78.34
SNI,08-03-2017,78.54
SNI,09-03-2017,79.14
SNI,10-03-2017,79.37
SNI,13-03-2017,78.99
SNI,14-03-2017,78.5
SNI,15-03-2017,79.76
SNI,16-03-2017,79.48
SNI,17-03-2017,79.14
SNI,20-03-2017,79.11
SNI,21-03-2017,78.29
SNI,22-03-2017,78.3
SNI,23-03-2017,78.25
SNI,24-03-2017,78.55
SNI,27-03-2017,78.53
SNI,28-03-2017,78.34
SNI,29-03-2017,78.62
SNI,30-03-2017,78.67
SNI,31-03-2017,78.37
SNI,03-04-2017,77.39
SNI,04-04-2017,78.18
SNI,05-04-2017,77.78
SNI,06-04-2017,77.72
SNI,07-04-2017,77.13
SNI,10-04-2017,77.21
SNI,11-04-2017,76.64
SNI,12-04-2017,75.43
SNI,13-04-2017,74.28
SNI,17-04-2017,74.82
SNI,18-04-2017,74.51
SNI,19-04-2017,75.25
SNI,20-04-2017,75.6
SNI,21-04-2017,75.15
SNI,24-04-2017,75.49
SNI,25-04-2017,75.96
SNI,26-04-2017,76.49
SNI,27-04-2017,75.64
SNI,28-04-2017,74.72
SNI,01-05-2017,73.6
SNI,02-05-2017,71.87
SNI,03-05-2017,68.4
SNI,04-05-2017,70.2
SNI,05-05-2017,72.5
SNI,08-05-2017,71.01
SNI,09-05-2017,69.79
SNI,10-05-2017,69.33
SNI,11-05-2017,68.76
SNI,12-05-2017,68.37
SNI,15-05-2017,68.28
SNI,16-05-2017,67.68
SNI,17-05-2017,66.5
SNI,18-05-2017,66.62
SNI,19-05-2017,68.05
SNI,22-05-2017,68.23
SNI,23-05-2017,67.48
SNI,24-05-2017,66.9
SNI,25-05-2017,67.21
SNI,26-05-2017,66.7
SNI,30-05-2017,66.82
SNI,31-05-2017,66.22
SNI,01-06-2017,66.84
SNI,02-06-2017,65.94
SNI,05-06-2017,65.89
SNI,06-06-2017,66.28
SNI,07-06-2017,66.73
SNI,08-06-2017,66.35
SNI,09-06-2017,67.2
SNI,12-06-2017,68.43
SNI,13-06-2017,67.47
SNI,14-06-2017,66.76
SNI,15-06-2017,67.66
SNI,16-06-2017,67.35
SNI,19-06-2017,67.48
SNI,20-06-2017,66.15
SNI,21-06-2017,66.39
SNI,22-06-2017,66.61
SNI,23-06-2017,67.4
SNI,26-06-2017,68.56
SNI,27-06-2017,68.43
SNI,28-06-2017,69.45
SNI,29-06-2017,68.54
SNI,30-06-2017,68.31
SNI,03-07-2017,68.47
SNI,05-07-2017,68.61
SNI,06-07-2017,67.47
SNI,07-07-2017,67.16
SNI,10-07-2017,67.31
SNI,11-07-2017,67.43
SNI,12-07-2017,67.14
SNI,13-07-2017,67.18
SNI,14-07-2017,67.74
SNI,17-07-2017,68.22
SNI,18-07-2017,67.02
SNI,19-07-2017,76.89
SNI,20-07-2017,79.01
SNI,21-07-2017,78.75
SNI,24-07-2017,78.09
SNI,25-07-2017,81.45
SNI,26-07-2017,84.07
SNI,27-07-2017,86.41
SNI,28-07-2017,86.91
SNI,31-07-2017,87.41
SNI,01-08-2017,87.57
SNI,02-08-2017,87.97
SNI,03-08-2017,88.05
SNI,04-08-2017,87.29
SNI,07-08-2017,87.66
SNI,08-08-2017,87.8
SNI,09-08-2017,87.26
SNI,10-08-2017,86.83
SNI,11-08-2017,86.66
SNI,14-08-2017,86.75
SNI,15-08-2017,86.15
SNI,16-08-2017,85.85
SNI,17-08-2017,85.58
SNI,18-08-2017,85.67
SNI,21-08-2017,85.7
SNI,22-08-2017,85.75
SNI,23-08-2017,85.81
SNI,24-08-2017,85.86
SNI,25-08-2017,86.22
SNI,28-08-2017,86.01
SNI,29-08-2017,85.95
SNI,30-08-2017,85.5
SNI,31-08-2017,85.65
SNI,01-09-2017,85.65
SNI,05-09-2017,85.21
SNI,06-09-2017,85.45
SNI,07-09-2017,85.24
SNI,08-09-2017,85.47
SNI,11-09-2017,85.24
SNI,12-09-2017,85.2
SNI,13-09-2017,85.24
SNI,14-09-2017,85.34
SNI,15-09-2017,86.01
SNI,18-09-2017,85.66
SNI,19-09-2017,85.81
SNI,20-09-2017,85.75
SNI,21-09-2017,86.08
SNI,22-09-2017,86.04
SNI,25-09-2017,86.03
SNI,26-09-2017,85.88
SNI,27-09-2017,86.05
SNI,28-09-2017,85.8
SNI,29-09-2017,85.89
SNI,02-10-2017,86.11
SNI,03-10-2017,86.14
SNI,04-10-2017,86.28
SNI,05-10-2017,86.07
SNI,06-10-2017,86.02
SNI,09-10-2017,85.73
SNI,10-10-2017,85.46
SNI,11-10-2017,84.75
SNI,12-10-2017,83.84
SNI,13-10-2017,83.82
SNI,16-10-2017,83.37
SNI,17-10-2017,83.24
SNI,18-10-2017,83.77
SNI,19-10-2017,84.5
SNI,20-10-2017,84.5
SNI,23-10-2017,83.54
SNI,24-10-2017,83.69
SNI,25-10-2017,83.51
SNI,26-10-2017,83.63
SNI,27-10-2017,83.41
SNI,30-10-2017,83.43
SNI,31-10-2017,83.28
SNI,01-11-2017,83.52
SNI,02-11-2017,80.97
SNI,03-11-2017,79.61
SNI,06-11-2017,80.13
SNI,07-11-2017,80.39
SNI,08-11-2017,78.85
SNI,09-11-2017,78.33
SNI,10-11-2017,79.18
SNI,13-11-2017,78.88
SNI,14-11-2017,78.07
SNI,15-11-2017,79.11
SNI,16-11-2017,79.81
SNI,17-11-2017,80.62
SNI,20-11-2017,80.3
SNI,21-11-2017,80.1
SNI,22-11-2017,80.81
SNI,24-11-2017,80.37
SNI,27-11-2017,79.73
SNI,28-11-2017,80.5
SNI,29-11-2017,81.37
SNI,30-11-2017,81.84
SNI,01-12-2017,82.3
SNI,04-12-2017,83.37
SNI,05-12-2017,81.98
SNI,06-12-2017,81.51
SNI,07-12-2017,81.67
SNI,08-12-2017,81.85
SNI,11-12-2017,81.81
SNI,12-12-2017,81.66
SNI,13-12-2017,81.56
SNI,14-12-2017,81.44
SNI,15-12-2017,83.21
SNI,18-12-2017,83.39
SNI,19-12-2017,83.77
SNI,20-12-2017,83.85
SNI,21-12-2017,85.71
SNI,22-12-2017,85.35
SNI,26-12-2017,85.68
SNI,27-12-2017,85.25
SNI,28-12-2017,85.48
SNI,29-12-2017,85.38
SNI,02-01-2018,86.64
SNI,03-01-2018,86.64
SNI,04-01-2018,85.96
SNI,05-01-2018,86.14
SNI,08-01-2018,86.31
SNI,09-01-2018,85.81
SNI,10-01-2018,86.85
SNI,11-01-2018,87.68
SNI,12-01-2018,87.87
SNI,16-01-2018,87.81
SNI,17-01-2018,88.04
SNI,18-01-2018,88.52
SNI,19-01-2018,88.5
SNI,22-01-2018,88.77
SNI,23-01-2018,88.19
SNI,24-01-2018,88.32
SNI,25-01-2018,88.32
SNI,26-01-2018,88.3
SNI,29-01-2018,88.36
SNI,30-01-2018,87.95
SNI,31-01-2018,87.99
SNI,01-02-2018,88.62
SNI,02-02-2018,87.95
SNI,05-02-2018,86.68
SNI,06-02-2018,87.73
SNI,07-02-2018,87.2
TJX,08-02-2013,45.68
TJX,11-02-2013,45.4
TJX,12-02-2013,45.2
TJX,13-02-2013,45.01
TJX,14-02-2013,45.21
TJX,15-02-2013,45.01
TJX,19-02-2013,45.15
TJX,20-02-2013,44.3
TJX,21-02-2013,44.21
TJX,22-02-2013,44.22
TJX,25-02-2013,43.58
TJX,26-02-2013,43.67
TJX,27-02-2013,44.75
TJX,28-02-2013,44.97
TJX,01-03-2013,44.98
TJX,04-03-2013,45.2
TJX,05-03-2013,45.18
TJX,06-03-2013,44.94
TJX,07-03-2013,44.62
TJX,08-03-2013,44.91
TJX,11-03-2013,44.79
TJX,12-03-2013,44.59
TJX,13-03-2013,45.02
TJX,14-03-2013,45.2
TJX,15-03-2013,44.92
TJX,18-03-2013,44.95
TJX,19-03-2013,45.1
TJX,20-03-2013,45.39
TJX,21-03-2013,45.61
TJX,22-03-2013,46.62
TJX,25-03-2013,47.12
TJX,26-03-2013,47.02
TJX,27-03-2013,46.89
TJX,28-03-2013,46.75
TJX,01-04-2013,46.9
TJX,02-04-2013,47.37
TJX,03-04-2013,47.09
TJX,04-04-2013,47.39
TJX,05-04-2013,47.14
TJX,08-04-2013,47.45
TJX,09-04-2013,47.66
TJX,10-04-2013,47.51
TJX,11-04-2013,48.74
TJX,12-04-2013,48.58
TJX,15-04-2013,47.55
TJX,16-04-2013,47.72
TJX,17-04-2013,47.31
TJX,18-04-2013,46.7
TJX,19-04-2013,47
TJX,22-04-2013,47.14
TJX,23-04-2013,47.16
TJX,24-04-2013,47.42
TJX,25-04-2013,48.29
TJX,26-04-2013,48.4
TJX,29-04-2013,48.84
TJX,30-04-2013,48.77
TJX,01-05-2013,48.36
TJX,02-05-2013,48.87
TJX,03-05-2013,49.55
TJX,06-05-2013,49.29
TJX,07-05-2013,50.03
TJX,08-05-2013,50.4
TJX,09-05-2013,50.69
TJX,10-05-2013,50.96
TJX,13-05-2013,50.65
TJX,14-05-2013,51.45
TJX,15-05-2013,51.62
TJX,16-05-2013,50.76
TJX,17-05-2013,51.33
TJX,20-05-2013,51.35
TJX,21-05-2013,51.72
TJX,22-05-2013,50.23
TJX,23-05-2013,50.3
TJX,24-05-2013,50.85
TJX,28-05-2013,50.69
TJX,29-05-2013,49.99
TJX,30-05-2013,50.05
TJX,31-05-2013,50.61
TJX,03-06-2013,50.35
TJX,04-06-2013,50.51
TJX,05-06-2013,50.01
TJX,06-06-2013,49.92
TJX,07-06-2013,50.45
TJX,10-06-2013,50.3
TJX,11-06-2013,49.89
TJX,12-06-2013,49.98
TJX,13-06-2013,51.18
TJX,14-06-2013,50.42
TJX,17-06-2013,49.77
TJX,18-06-2013,50.53
TJX,19-06-2013,49.84
TJX,20-06-2013,48.97
TJX,21-06-2013,49.49
TJX,24-06-2013,48.85
TJX,25-06-2013,49.25
TJX,26-06-2013,49.53
TJX,27-06-2013,50.12
TJX,28-06-2013,50.06
TJX,01-07-2013,50.47
TJX,02-07-2013,50.24
TJX,03-07-2013,50.29
TJX,05-07-2013,50.92
TJX,08-07-2013,51.41
TJX,09-07-2013,51.26
TJX,10-07-2013,51.77
TJX,11-07-2013,52.24
TJX,12-07-2013,52.31
TJX,15-07-2013,52.19
TJX,16-07-2013,52.26
TJX,17-07-2013,52.43
TJX,18-07-2013,52.41
TJX,19-07-2013,52.4
TJX,22-07-2013,52.16
TJX,23-07-2013,51.94
TJX,24-07-2013,51.6
TJX,25-07-2013,51.77
TJX,26-07-2013,51.65
TJX,29-07-2013,51.8
TJX,30-07-2013,52.09
TJX,31-07-2013,52.04
TJX,01-08-2013,53.48
TJX,02-08-2013,53.93
TJX,05-08-2013,54.25
TJX,06-08-2013,53.76
TJX,07-08-2013,52.89
TJX,08-08-2013,52.79
TJX,09-08-2013,52.4
TJX,12-08-2013,52.4
TJX,13-08-2013,52.68
TJX,14-08-2013,51.97
TJX,15-08-2013,50.77
TJX,16-08-2013,50.48
TJX,19-08-2013,50.75
TJX,20-08-2013,54.24
TJX,21-08-2013,54.12
TJX,22-08-2013,54.16
TJX,23-08-2013,54.44
TJX,26-08-2013,54.03
TJX,27-08-2013,52.95
TJX,28-08-2013,52.8
TJX,29-08-2013,53
TJX,30-08-2013,52.72
TJX,03-09-2013,53.13
TJX,04-09-2013,53.87
TJX,05-09-2013,54.12
TJX,06-09-2013,53.92
TJX,09-09-2013,53.95
TJX,10-09-2013,53.92
TJX,11-09-2013,54.57
TJX,12-09-2013,54.08
TJX,13-09-2013,54.2
TJX,16-09-2013,55.29
TJX,17-09-2013,55.94
TJX,18-09-2013,56.84
TJX,19-09-2013,56.72
TJX,20-09-2013,56.6
TJX,23-09-2013,56.12
TJX,24-09-2013,55.87
TJX,25-09-2013,55.62
TJX,26-09-2013,56.47
TJX,27-09-2013,56.47
TJX,30-09-2013,56.39
TJX,01-10-2013,56.78
TJX,02-10-2013,56.71
TJX,03-10-2013,56.19
TJX,04-10-2013,56.35
TJX,07-10-2013,55.36
TJX,08-10-2013,54.67
TJX,09-10-2013,54.91
TJX,10-10-2013,55.73
TJX,11-10-2013,55.57
TJX,14-10-2013,56.19
TJX,15-10-2013,55.63
TJX,16-10-2013,57.72
TJX,17-10-2013,57.56
TJX,18-10-2013,57.77
TJX,21-10-2013,57.58
